태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자,x,y,region_1depth_name,region_2depth_name,region_3depth_h_name,source_file
현동태양광발전소,경상북도 경산시 하양읍 지식산업4로1길 21,,,,,정상가동,328.3,380,60,2022,,,,,2024-11-20,128.817146955331,35.9325154371549,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
남곡리태양광발전소,경상북도 경산시 남산면 남곡길 88,,,,,정상가동,55.68,380,60,2022,,,,,2024-11-20,128.848789369056,35.7737438971131,경북,경산시,남산면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
㈜이디원태양광발전소1호,경상북도 경산시 자인면 자인로7길 3,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.822320340485,35.8241698384542,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
청용하이텍태양광발전소1호,경상북도 경산시 압량읍 가일길 72-17,,,,,정상가동,83.3,380,60,2022,,,,,2024-11-20,128.780715602923,35.8389808587987,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
청용하이텍태양광발전소2호,경상북도 경산시 압량읍 가일길 72-17,,,,,정상가동,91.63,380,60,2022,,,,,2024-11-20,128.780715602923,35.8389808587987,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
유림태양광발전소,경상북도 경산시 자인면 자인로 108-6,,,,,정상가동,47.2,380,60,2022,,,,,2024-11-20,128.827495628148,35.821159731701,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
주식회사 씨에이치테크,경상북도 경산시 자인면 원효로 1041,,,,,정상가동,69.6,380,60,2022,,,,,2024-11-20,128.842026168313,35.8024088874325,경북,경산시,자인면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
성원태양광발전소,경상북도 경산시 와촌면 와천서길 195,,,,,정상가동,49.725,380,60,2022,,,,,2024-11-20,128.841726879226,35.9410138440675,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
순조태양광발전소,경상북도 경산시 와촌면 대경로 1019,,,,,정상가동,96.86,380,60,2022,,,,,2024-11-20,128.846591815099,35.9262012787943,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
자연태양광발전소,경상북도 경산시 와촌면 용천길 76,,,,,정상가동,449.82,380,60,2022,,,,,2024-11-20,128.845899950909,35.9179664199253,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
승현태양광발전소,경상북도 경산시 와촌면 상암길 41-21,,,,,정상가동,99.45,380,60,2022,,,,,2024-11-20,128.839962645458,35.9433726766341,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
현서태양광발전소,경상북도 경산시 와촌면 상암길 41-21,,,,,정상가동,99.45,380,60,2022,,,,,2024-11-20,128.839962645458,35.9433726766341,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
은석철강태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
은석철강2태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
은석철강3태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
은석철강4태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
은석철강5태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
예동태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
예동2태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
예동3태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
예동4태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,99.76,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
예동5태양광발전소,경상북도 경산시 진량읍 대구대로 490,,,,,정상가동,70.18,380,60,2022,,,,,2024-11-20,128.85016519814,35.8829394823586,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
진태양광발전소,경상북도 경산시 하양읍 지식산업4로1길 28,,,,,정상가동,180.88,380,60,2022,,,,,2024-11-20,128.817751904286,35.9318958695203,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
고려2태양광발전소,경상북도 경산시 압량읍 화랑로 289,,,,,정상가동,18.8,380,60,2022,,,,,2024-11-20,128.76281155277,35.840008149636,경북,경산시,압량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
승지태양광발전소,경상북도 경산시 하양읍 지식산업로 70,,,,,정상가동,97.58,380,60,2022,,,,,2024-11-20,128.819036771819,35.9332575193677,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
동산태양광발전소,경상북도 경산시 와촌면 금송로87길 39,,,,,정상가동,99.12,380,60,2022,,,,,2024-11-20,128.833248600743,35.9479944431213,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
고운1호태양광발전소,경상북도 경산시 용성면 원효로 1128-41,,,,,정상가동,99.96,380,60,2022,,,,,2024-11-20,128.849937132948,35.7949468125394,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
고운2호태양광발전소,경상북도 경산시 용성면 원효로 1128-41,,,,,정상가동,99.96,380,60,2022,,,,,2024-11-20,128.849937132948,35.7949468125394,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
고운3호태양광발전소,경상북도 경산시 용성면 원효로 1128-41,,,,,정상가동,99.96,380,60,2022,,,,,2024-11-20,128.849937132948,35.7949468125394,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
고운4호태양광발전소,경상북도 경산시 용성면 원효로 1128-41,,,,,정상가동,99.96,380,60,2022,,,,,2024-11-20,128.849937132948,35.7949468125394,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
백상규태양광발전소,경상북도 경산시 남산면 대왕로 495-9,,,,,정상가동,99.96,380,60,2022,,,,,2024-11-20,128.82072008573,35.7532195025592,경북,경산시,남산면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산유진 태양광발전소,경상북도 경산시 진량읍 공단8로26길 26,,,,,정상가동,896.21,22900,60,2022,,,,,2024-11-20,128.834006603737,35.8684916726014,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
욱수태양광발전소,경상북도 경산시 대평길2길 41,,,,,정상가동,31.815,380,60,2022,,,,,2024-11-20,128.728782022721,35.8431613335032,경북,경산시,북부동,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
광진태양광발전소,경상북도 경산시 진량읍 공단3로 80,,,,,정상가동,159.5,380,60,2022,,,,,2024-11-20,128.827342269318,35.8685330650358,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
청림에너지2호,,경상북도 경산시 용성면 내촌리 118-1,,,,정상가동,99.76,380,60,2023,,,,,2024-11-20,128.899694626012,35.8252447611012,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
주식회사 미성 엔지니어링,경상북도 경산시 진량읍 아사길 21,,,,,정상가동,150.45,380,60,2023,,,,,2024-11-20,128.856820176171,35.8707275558547,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
일석태양광발전소,경상북도 경산시 하양읍 아이웨어1로 3,,,,,정상가동,99.45,380,60,2023,,,,,2024-11-20,128.818764181472,35.9413262321312,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
신우신태양광발전소,경상북도 경산시 남천면 대명길1길 111,,,,,정상가동,80.73,380,60,2023,,,,,2024-11-20,128.721440918621,35.7675989204104,경북,경산시,남천면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
서사2태양광발전소,경상북도 경산시 하양읍 한사들길 24-122,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.836843232656,35.9327761605824,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
서사1태양광발전소,경상북도 경산시 하양읍 한사들길 24-122,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.836843232656,35.9327761605824,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
㈜와이엔씨,경상북도 경산시 진량읍 공단12로 161,,,,,정상가동,499.8,380,60,2023,,,,,2024-11-20,128.842670370759,35.8680659251805,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
㈜영남테크놀로지,경상북도 경산시 진량읍 공단12로 161,,,,,정상가동,499.8,380,60,2023,,,,,2024-11-20,128.842670370759,35.8680659251805,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
케이솔라1호태양광발전소,경상북도 경산시 진량읍 공단12로 161,,,,,정상가동,96.39,380,60,2023,,,,,2024-11-20,128.842670370759,35.8680659251805,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
케이솔라2호태양광발전소,경상북도 경산시 진량읍 공단12로 161,,,,,정상가동,96.39,380,60,2023,,,,,2024-11-20,128.842670370759,35.8680659251805,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
케이솔라3호태양광발전소,경상북도 경산시 진량읍 공단12로 161,,,,,정상가동,96.39,380,60,2023,,,,,2024-11-20,128.842670370759,35.8680659251805,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산YJ1태양광발전소,경상북도 경산시 진량읍 금박로 473,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.847116091035,35.8589253841105,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산YJ2태양광발전소,경상북도 경산시 진량읍 금박로 473,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.847116091035,35.8589253841105,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산YJ3태양광발전소,경상북도 경산시 진량읍 금박로 473,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.847116091035,35.8589253841105,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산YJ4태양광발전소,경상북도 경산시 진량읍 금박로 473,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.847116091035,35.8589253841105,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산YJ5태양광발전소,경상북도 경산시 진량읍 금박로 473,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.847116091035,35.8589253841105,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
경산YJ6태양광발전소,경상북도 경산시 진량읍 금박로 473,,,,,정상가동,99.96,380,60,2023,,,,,2024-11-20,128.847116091035,35.8589253841105,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
재중발전소,경상북도 경산시 용성면 외촌1길 36,,,,,정상가동,99.71,380,60,2023,,,,,2024-11-20,128.881668454137,35.8214132420717,경북,경산시,용성면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
가야햇빛발전소,경상북도 경산시 와촌면 금송로87길 49,,,,,정상가동,81.305,380,60,2023,,,,,2024-11-20,128.832102961444,35.9474668676211,경북,경산시,와촌면,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
진천태양광발전소,경상북도 경산시 진량읍 공단5로4길 19,,,,,정상가동,19.635,380,60,2023,,,,,2024-11-20,128.822294789873,35.8569754344053,경북,경산시,진량읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
비전태양광발전소,경상북도 경산시 하양읍 아이웨어1로 4,,,,,정상가동,99.45,380,60,2023,,,,,2024-11-20,128.818077374634,35.941383947583,경북,경산시,하양읍,경상북도_경산시_태양광발전소전기사업허가정보_20241120.csv
