key,uid,title,modified_date,saved_file,updated_at,status
uid:e17e2d39-0b09-4bd3-aa7a-dd4d23de043e,e17e2d39-0b09-4bd3-aa7a-dd4d23de043e,상세보기 : 서울특별시_강서구_태양광발전소전기사업허가정보,2025-11-21,generator_next\source\raw_csv\서울특별시_강서구_태양광발전소전기사업허가정보_20251117.csv,2026-02-25T02:22:06,ok
uid:e1e19f03-f0d9-4588-bfb5-f80056030f35,e1e19f03-f0d9-4588-bfb5-f80056030f35,상세보기 : 경기도_안산시_태양광발전소전기사업허가정보,2025-06-11,generator_next\source\raw_csv\경기도_안산시_태양광발전소전기사업허가정보_20250610.csv,2026-02-25T02:22:36,ok
uid:e2e9f867-cb10-4c00-8906-8025a1d69048,e2e9f867-cb10-4c00-8906-8025a1d69048,상세보기 : 전북특별자치도_임실군_태양광발전소전기사업허가정보,2025-12-17,generator_next\source\raw_csv\전북특별자치도_임실군_태양광발전소전기사업허가정보_20251103.csv,2026-02-25T02:21:53,skipped:up_to_date
uid:e38cf867-7dc6-4c20-a9ea-cfe3948f9307,e38cf867-7dc6-4c20-a9ea-cfe3948f9307,상세보기 : 경상남도_거창군_태양광발전소전기사업허가정보,2025-12-02,generator_next\source\raw_csv\경상남도_거창군_태양광발전소전기사업허가정보_20251201.csv,2026-02-25T02:22:00,skipped:up_to_date
uid:e593a316-785a-4172-824e-cc82023bdb75,e593a316-785a-4172-824e-cc82023bdb75,상세보기 : 전라남도_진도군_태양광발전소전기사업허가정보,2025-09-19,generator_next\source\raw_csv\전라남도_진도군_태양광발전소전기사업허가정보_20250905.csv,2026-02-25T02:22:22,ok
uid:e7382a62-1c8c-477e-b793-a249277791b5,e7382a62-1c8c-477e-b793-a249277791b5,상세보기 : 경기도_광주시_태양광발전소전기사업허가정보,2025-09-03,generator_next\source\raw_csv\경기도_광주시_태양광발전소전기사업허가정보_20250820.csv,2026-02-25T02:22:27,ok
uid:ea06b96d-2acd-46b3-87cc-bb08dbef7a2f,ea06b96d-2acd-46b3-87cc-bb08dbef7a2f,상세보기 : 전라남도_장흥군_태양광발전소전기사업허가정보,2025-12-09,generator_next\source\raw_csv\전라남도_장흥군_태양광발전소전기사업허가정보_20251108.csv,2026-02-25T02:21:57,skipped:up_to_date
uid:f0d450b2-f93d-4b0b-ac4f-d3ebcd4f4190,f0d450b2-f93d-4b0b-ac4f-d3ebcd4f4190,상세보기 : 경기도_군포시_태양광발전소전기사업허가정보,2025-09-09,generator_next\source\raw_csv\경기도_군포시_태양광발전소전기사업허가정보_20250905.csv,2026-02-25T02:22:26,skipped:up_to_date
uid:f17302ee-9dbe-4ba5-9beb-f382e107053f,f17302ee-9dbe-4ba5-9beb-f382e107053f,상세보기 : 강원특별자치도_춘천시_태양광발전소전기사업허가정보,2025-08-01,generator_next\source\raw_csv\강원특별자치도_춘천시_태양광발전소전기사업허가정보_20250714.csv,2026-02-25T02:22:28,skipped:up_to_date
uid:f262c3c4-6b70-4cdf-9f34-e2f1f23125e1,f262c3c4-6b70-4cdf-9f34-e2f1f23125e1,상세보기 : 경상남도_하동군_태양광발전소전기사업허가정보,2024-01-12,generator_next\source\raw_csv\경상남도_하동군_태양광발전소전기사업허가정보_20231227.csv,2026-02-25T02:23:04,skipped:up_to_date
uid:f3de7bc8-63fd-4621-9dcd-c18b1d87b3a1,f3de7bc8-63fd-4621-9dcd-c18b1d87b3a1,상세보기 : 경기도_김포시_태양광발전소전기사업허가정보,2026-01-12,generator_next\source\raw_csv\경기도_김포시_태양광발전소전기사업허가정보_20260102.csv,2026-02-25T02:21:52,skipped:up_to_date
uid:f4ab6840-32a5-4518-b3e8-d7f123d2757a,f4ab6840-32a5-4518-b3e8-d7f123d2757a,상세보기 : 경기도_여주시_태양광발전소전기사업허가정보,2023-11-24,generator_next\source\raw_csv\경기도_여주시_태양광발전소전기사업허가정보_20231115.csv,2026-02-25T02:23:05,skipped:up_to_date
uid:f888848d-3c74-4b07-9c72-f3055ed8d3bd,f888848d-3c74-4b07-9c72-f3055ed8d3bd,상세보기 : 경상남도_진주시_태양광발전소전기사업허가정보,2026-02-11,generator_next\source\raw_csv\경상남도_진주시_태양광발전소전기사업허가정보_20260128.csv,2026-02-25T02:21:46,ok
uid:f8c7378a-1039-437a-bf3f-d403a53c45ab,f8c7378a-1039-437a-bf3f-d403a53c45ab,상세보기 : 충청남도_아산시_태양광발전소전기사업허가정보,2025-09-23,generator_next\source\raw_csv\충청남도_아산시_태양광발전소전기사업허가정보_20250916.csv,2026-02-25T02:22:21,ok
uid:f9a592a2-c4d0-4008-b7a6-faaea3f07d01,f9a592a2-c4d0-4008-b7a6-faaea3f07d01,상세보기 : 경기도_평택시_태양광발전소전기사업허가정보,2025-07-18,generator_next\source\raw_csv\경기도_평택시_태양광발전소전기사업허가정보_20250701.csv,2026-02-25T02:22:30,skipped:up_to_date
uid:fcb30f2e-8d6b-4507-aed1-e514d32814d5,fcb30f2e-8d6b-4507-aed1-e514d32814d5,상세보기 : 강원특별자치도_화천군_태양광발전소전기사업허가정보,2025-04-04,generator_next\source\raw_csv\강원특별자치도_화천군_태양광발전소전기사업허가정보_20250326.csv,2026-02-25T02:22:39,ok
