index,page,page_index,uid,title,modified_date,status,saved_file,detail_onclick,download_onclick
0,1,0,c160bb99-4d4f-4149-89e9-dd6aed4b53fb,상세보기 : 경기도_성남시_태양광발전소전기사업허가정보,2026-02-24,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:c160bb99-4d4f-4149-89e9-dd6aed4b53fb'),
1,1,1,f888848d-3c74-4b07-9c72-f3055ed8d3bd,상세보기 : 경상남도_진주시_태양광발전소전기사업허가정보,2026-02-11,ok,generator_next\source\raw_csv\경상남도_진주시_태양광발전소전기사업허가정보_20260128.csv,stdObj.fn_fileDataDetail('uddi:f888848d-3c74-4b07-9c72-f3055ed8d3bd'),"fn_fileDataDown('15107742', 'uddi:f888848d-3c74-4b07-9c72-f3055ed8d3bd', 'FILE_000000003592641', '1', 'csv')"
2,1,2,a5790c3d-acf3-4937-b763-e9e4d473d7c0,상세보기 : 경상남도_거제시_태양광발전소전기사업허가정보,2026-01-23,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:a5790c3d-acf3-4937-b763-e9e4d473d7c0'),
3,1,3,51334c0e-11b1-4a4b-be05-d7407b06bfc0,상세보기 : 경기도_수원시_태양광발전소전기사업허가정보,2026-01-23,ok,generator_next\source\raw_csv\경기도_수원시_태양광발전소전기사업허가정보_20260115.csv,stdObj.fn_fileDataDetail('uddi:51334c0e-11b1-4a4b-be05-d7407b06bfc0'),"fn_fileDataDown('15107742', 'uddi:51334c0e-11b1-4a4b-be05-d7407b06bfc0', 'FILE_000000003585009', '1', 'csv')"
4,1,4,373d2abc-eec5-4d53-ae0f-83bc97832437,상세보기 : 서울특별시_서초구_태양광발전소전기사업허가정보,2026-01-23,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:373d2abc-eec5-4d53-ae0f-83bc97832437'),
5,2,0,d93baa4d-7ebf-4a19-bb24-ea0379352315,상세보기 : 경상북도_청송군_태양광발전소전기사업허가정보,2026-01-22,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:d93baa4d-7ebf-4a19-bb24-ea0379352315'),
6,2,1,3cc6fe62-81b5-4267-a566-adbb2a5b2c1c,상세보기 : 경기도_안양시_태양광발전소전기사업허가정보,2026-01-19,ok,generator_next\source\raw_csv\경기도_안양시_태양광발전소전기사업허가정보_20251219.csv,stdObj.fn_fileDataDetail('uddi:3cc6fe62-81b5-4267-a566-adbb2a5b2c1c'),"fn_fileDataDown('15107742', 'uddi:3cc6fe62-81b5-4267-a566-adbb2a5b2c1c', 'FILE_000000003566437', '1', 'csv')"
7,2,2,56f5e723-b7f4-4cfa-878e-fa2ec6dece13,상세보기 : 광주광역시_북구_태양광발전소전기사업허가정보,2026-01-19,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:56f5e723-b7f4-4cfa-878e-fa2ec6dece13'),
8,2,3,d6849514-1510-47a9-b0ba-9460f8120745,상세보기 : 경기도_하남시_태양광발전소전기사업허가정보,2026-01-12,ok,generator_next\source\raw_csv\경기도_하남시_태양광발전소전기사업허가정보_20251203.csv,stdObj.fn_fileDataDetail('uddi:d6849514-1510-47a9-b0ba-9460f8120745'),"fn_fileDataDown('15107742', 'uddi:d6849514-1510-47a9-b0ba-9460f8120745', 'FILE_000000003568873', '1', 'csv')"
9,2,4,bd069762-db20-46ba-96a8-fcd74796c716,상세보기 : 충청남도_논산시_태양광발전소전기사업허가정보,2026-01-12,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:bd069762-db20-46ba-96a8-fcd74796c716'),
10,3,0,f3de7bc8-63fd-4621-9dcd-c18b1d87b3a1,상세보기 : 경기도_김포시_태양광발전소전기사업허가정보,2026-01-12,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:f3de7bc8-63fd-4621-9dcd-c18b1d87b3a1'),
11,3,1,c7130e3e-d4d4-4393-bc04-e6b430cda305,상세보기 : 경상북도_문경시_태양광발전소전기사업허가정보,2026-01-08,ok,generator_next\source\raw_csv\경상북도_문경시_태양광발전소전기사업허가정보_20251224.csv,stdObj.fn_fileDataDetail('uddi:c7130e3e-d4d4-4393-bc04-e6b430cda305'),"fn_fileDataDown('15107742', 'uddi:c7130e3e-d4d4-4393-bc04-e6b430cda305', 'FILE_000000003572640', '1', 'csv')"
12,3,2,e2e9f867-cb10-4c00-8906-8025a1d69048,상세보기 : 전북특별자치도_임실군_태양광발전소전기사업허가정보,2025-12-17,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:e2e9f867-cb10-4c00-8906-8025a1d69048'),
13,3,3,ba77645f-93e7-4c63-a251-a2b7c6941da4,상세보기 : 강원특별자치도_삼척시_태양광발전소전기사업허가정보,2025-12-15,ok,generator_next\source\raw_csv\강원특별자치도_삼척시_태양광발전소전기사업허가정보_20251215.csv,stdObj.fn_fileDataDetail('uddi:ba77645f-93e7-4c63-a251-a2b7c6941da4'),"fn_fileDataDown('15107742', 'uddi:ba77645f-93e7-4c63-a251-a2b7c6941da4', 'FILE_000000003562565', '1', 'csv')"
14,3,4,29033ca4-46b6-4d9e-8248-c1b20ca60d9e,상세보기 : 경기도_고양시_태양광발전소전기사업허가정보,2025-12-15,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:29033ca4-46b6-4d9e-8248-c1b20ca60d9e'),
15,4,0,30b3bc02-09c1-4670-972f-d390735137cb,상세보기 : 충청남도_서천군_태양광발전소전기사업허가정보,2025-12-12,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:30b3bc02-09c1-4670-972f-d390735137cb'),
16,4,1,b8c60076-1e6f-45a4-ad3c-b9b38a4a5366,상세보기 : 경상북도_예천군_태양광발전소전기사업허가정보,2025-12-12,ok,generator_next\source\raw_csv\경상북도_예천군_태양광발전소전기사업허가정보_20251209.csv,stdObj.fn_fileDataDetail('uddi:b8c60076-1e6f-45a4-ad3c-b9b38a4a5366'),"fn_fileDataDown('15107742', 'uddi:b8c60076-1e6f-45a4-ad3c-b9b38a4a5366', 'FILE_000000003559899', '1', 'csv')"
17,4,2,aaec5783-7a59-4064-b0fe-bc71ea4420ba,상세보기 : 경기도_광명시_태양광발전소전기사업허가정보,2025-12-12,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:aaec5783-7a59-4064-b0fe-bc71ea4420ba'),
18,4,3,1d28ba27-426c-4596-abd4-988d2643611c,상세보기 : 충청남도_부여군_태양광발전소전기사업허가정보,2025-12-10,ok,generator_next\source\raw_csv\충청남도_부여군_태양광발전소전기사업허가정보_20251130.csv,stdObj.fn_fileDataDetail('uddi:1d28ba27-426c-4596-abd4-988d2643611c'),"fn_fileDataDown('15107742', 'uddi:1d28ba27-426c-4596-abd4-988d2643611c', 'FILE_000000003557983', '1', 'csv')"
19,4,4,ea06b96d-2acd-46b3-87cc-bb08dbef7a2f,상세보기 : 전라남도_장흥군_태양광발전소전기사업허가정보,2025-12-09,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:ea06b96d-2acd-46b3-87cc-bb08dbef7a2f'),
20,5,0,6252f01a-1003-4851-a95b-c8b047874cc8,상세보기 : 충청북도_단양군_태양광발전소전기사업허가정보,2025-12-05,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:6252f01a-1003-4851-a95b-c8b047874cc8'),
21,5,1,d786c865-f1ce-4c5d-a2f5-e4b56fa63a50,상세보기 : 전라남도_함평군_태양광발전소전기사업허가정보,2025-12-04,ok,generator_next\source\raw_csv\전라남도_함평군_태양광발전소전기사업허가정보_20251114.csv,stdObj.fn_fileDataDetail('uddi:d786c865-f1ce-4c5d-a2f5-e4b56fa63a50'),"fn_fileDataDown('15107742', 'uddi:d786c865-f1ce-4c5d-a2f5-e4b56fa63a50', 'FILE_000000003550118', '1', 'csv')"
22,5,2,b9cde4a6-b806-488c-9033-aedd2fc537b5,상세보기 : 경상남도_합천군_태양광발전소전기사업허가정보,2025-12-03,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:b9cde4a6-b806-488c-9033-aedd2fc537b5'),
23,5,3,89020600-3ec7-499a-ad6d-9881860dca3a,상세보기 : 경상남도_의령군_태양광발전소전기사업허가정보,2025-12-02,ok,generator_next\source\raw_csv\경상남도_의령군_태양광발전소전기사업허가정보_20251201.csv,stdObj.fn_fileDataDetail('uddi:89020600-3ec7-499a-ad6d-9881860dca3a'),"fn_fileDataDown('15107742', 'uddi:89020600-3ec7-499a-ad6d-9881860dca3a', 'FILE_000000003550175', '1', 'csv')"
24,5,4,e38cf867-7dc6-4c20-a9ea-cfe3948f9307,상세보기 : 경상남도_거창군_태양광발전소전기사업허가정보,2025-12-02,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:e38cf867-7dc6-4c20-a9ea-cfe3948f9307'),
25,6,0,5a7043da-d1b5-4da9-a929-b089664d69fe,상세보기 : 경기도_의왕시_태양광발전소전기사업허가정보,2025-12-02,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:5a7043da-d1b5-4da9-a929-b089664d69fe'),
26,6,1,d16f3af7-1b4c-4492-ba4b-f84741e91b5a,상세보기 : 경기도_안성시_태양광발전소전기사업허가정보,2025-12-02,ok,generator_next\source\raw_csv\경기도_안성시_태양광발전소전기사업허가정보_20251125.csv,stdObj.fn_fileDataDetail('uddi:d16f3af7-1b4c-4492-ba4b-f84741e91b5a'),"fn_fileDataDown('15107742', 'uddi:d16f3af7-1b4c-4492-ba4b-f84741e91b5a', 'FILE_000000003540399', '1', 'csv')"
27,6,2,ae279308-70b0-4ee5-b67d-b7cf79836dda,상세보기 : 경상북도_경산시_태양광발전소전기사업허가정보,2025-11-28,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:ae279308-70b0-4ee5-b67d-b7cf79836dda'),
28,6,3,aaf52095-22c1-4044-8b93-c4667e814c54,상세보기 : 경상남도_남해군_태양광발전소전기사업허가정보,2025-11-25,ok,generator_next\source\raw_csv\경상남도_남해군_태양광발전소전기사업허가정보_20251120.csv,stdObj.fn_fileDataDetail('uddi:aaf52095-22c1-4044-8b93-c4667e814c54'),"fn_fileDataDown('15107742', 'uddi:aaf52095-22c1-4044-8b93-c4667e814c54', 'FILE_000000003540011', '1', 'csv')"
29,6,4,61b09927-c8af-476c-9705-bb39a7e5bd40,상세보기 : 경기도_연천군_태양광발전소전기사업허가정보,2025-11-25,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:61b09927-c8af-476c-9705-bb39a7e5bd40'),
30,7,0,4b688688-decf-42c8-bf7c-9f831c1009f7,상세보기 : 충청북도_청주시_태양광발전소전기사업허가정보,2025-11-24,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:4b688688-decf-42c8-bf7c-9f831c1009f7'),
31,7,1,8c3e79c4-ea70-41be-9377-e1b0477a4229,상세보기 : 강원특별자치도_강릉시_태양광발전소전기사업허가정보,2025-11-21,ok,generator_next\source\raw_csv\강원특별자치도_강릉시_태양광발전소전기사업허가정보_20251119.csv,stdObj.fn_fileDataDetail('uddi:8c3e79c4-ea70-41be-9377-e1b0477a4229'),"fn_fileDataDown('15107742', 'uddi:8c3e79c4-ea70-41be-9377-e1b0477a4229', 'FILE_000000003532363', '1', 'csv')"
32,7,2,5f41601f-897b-4619-af81-ae9387850f4b,상세보기 : 전북특별자치도_무주군_태양광발전소전기사업허가정보,2025-11-21,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:5f41601f-897b-4619-af81-ae9387850f4b'),
33,7,3,e17e2d39-0b09-4bd3-aa7a-dd4d23de043e,상세보기 : 서울특별시_강서구_태양광발전소전기사업허가정보,2025-11-21,ok,generator_next\source\raw_csv\서울특별시_강서구_태양광발전소전기사업허가정보_20251117.csv,stdObj.fn_fileDataDetail('uddi:e17e2d39-0b09-4bd3-aa7a-dd4d23de043e'),"fn_fileDataDown('15107742', 'uddi:e17e2d39-0b09-4bd3-aa7a-dd4d23de043e', 'FILE_000000003532358', '1', 'csv')"
34,7,4,db0e4599-8172-41f1-a0a8-c7389126bcdf,상세보기 : 경기도_태양광발전소전기사업허가정보,2025-11-20,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:db0e4599-8172-41f1-a0a8-c7389126bcdf'),
35,8,0,cd69f271-8b0d-46f1-ba76-9133a4fee23b,상세보기 : 광주광역시_서구_태양광발전소전기사업허가정보,2025-11-18,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:cd69f271-8b0d-46f1-ba76-9133a4fee23b'),
36,8,1,8bc7c2a2-ab1d-49f2-86a7-d5a9b1862fd3,상세보기 : 경상남도_함양군_태양광발전소전기사업허가정보,2025-11-18,ok,generator_next\source\raw_csv\경상남도_함양군_태양광발전소전기사업허가정보_20251111.csv,stdObj.fn_fileDataDetail('uddi:8bc7c2a2-ab1d-49f2-86a7-d5a9b1862fd3'),"fn_fileDataDown('15107742', 'uddi:8bc7c2a2-ab1d-49f2-86a7-d5a9b1862fd3', 'FILE_000000003528111', '1', 'csv')"
37,8,2,70e385b0-c153-4599-9616-bfd8df6db857,상세보기 : 경기도_동두천시_태양광발전소전기사업허가정보,2025-11-18,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:70e385b0-c153-4599-9616-bfd8df6db857'),
38,8,3,cd0ad2e0-5c71-4542-b742-c15f156ca4cc,상세보기 : 강원특별자치도_동해시_태양광발전소전기사업허가정보,2025-11-18,ok,generator_next\source\raw_csv\강원특별자치도_동해시_태양광발전소전기사업허가정보_20251117.csv,stdObj.fn_fileDataDetail('uddi:cd0ad2e0-5c71-4542-b742-c15f156ca4cc'),"fn_fileDataDown('15107742', 'uddi:cd0ad2e0-5c71-4542-b742-c15f156ca4cc', 'FILE_000000003527953', '1', 'csv')"
39,8,4,225b204e-6f1e-4e51-b2a7-84c8b43adc7a,상세보기 : 대구광역시_태양광발전소전기사업허가정보,2025-11-14,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:225b204e-6f1e-4e51-b2a7-84c8b43adc7a'),
40,9,0,09a21539-56f8-48fd-857f-b278597b767d,상세보기 : 경상북도_영양군_태양광발전소전기사업허가정보,2025-11-13,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:09a21539-56f8-48fd-857f-b278597b767d'),
41,9,1,9ab0c550-2a53-4ada-b2ba-909836115261,상세보기 : 충청북도_증평군_태양광발전소전기사업허가정보,2025-11-11,ok,generator_next\source\raw_csv\충청북도_증평군_태양광발전소전기사업허가정보_20251103.csv,stdObj.fn_fileDataDetail('uddi:9ab0c550-2a53-4ada-b2ba-909836115261'),"fn_fileDataDown('15107742', 'uddi:9ab0c550-2a53-4ada-b2ba-909836115261', 'FILE_000000003509814', '1', 'csv')"
42,9,2,63cc3230-0c54-4f6e-b685-a351edf754d6,상세보기 : 경상남도_통영시_태양광발전소전기사업허가정보,2025-11-11,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:63cc3230-0c54-4f6e-b685-a351edf754d6'),
43,9,3,2005e03b-f2c8-47ed-9470-b203117f7480,상세보기 : 경상남도_고성군_태양광발전소전기사업허가정보,2025-11-11,ok,generator_next\source\raw_csv\경상남도_고성군_태양광발전소전기사업허가정보_20251031.csv,stdObj.fn_fileDataDetail('uddi:2005e03b-f2c8-47ed-9470-b203117f7480'),"fn_fileDataDown('15107742', 'uddi:2005e03b-f2c8-47ed-9470-b203117f7480', 'FILE_000000003518545', '1', 'csv')"
44,9,4,de437bc0-89f1-406e-a261-9dc9ac92f4b3,상세보기 : 충청북도_충주시_태양광발전소전기사업허가정보,2025-11-10,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:de437bc0-89f1-406e-a261-9dc9ac92f4b3'),
45,10,0,023a371e-b38a-4d5a-a376-c1a4d5f08d3d,상세보기 : 전북특별자치도_남원시_태양광발전소전기사업허가정보,2025-11-07,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:023a371e-b38a-4d5a-a376-c1a4d5f08d3d'),
46,10,1,b40e92bb-0239-486f-a48d-fba8b9dc30fa,상세보기 : 전북특별자치도_부안군_태양광발전소전기사업허가정보,2025-11-06,ok,generator_next\source\raw_csv\전북특별자치도_부안군_태양광발전소전기사업허가정보_20251103.csv,stdObj.fn_fileDataDetail('uddi:b40e92bb-0239-486f-a48d-fba8b9dc30fa'),"fn_fileDataDown('15107742', 'uddi:b40e92bb-0239-486f-a48d-fba8b9dc30fa', 'FILE_000000003514098', '1', 'csv')"
47,10,2,ce09d111-78e9-4b10-a917-cc86bf15c3c2,상세보기 : 전라남도_보성군_태양광발전소전기사업허가정보,2025-11-05,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:ce09d111-78e9-4b10-a917-cc86bf15c3c2'),
48,10,3,354aee77-5d9e-4d91-aa68-bc7706bf8b40,상세보기 : 강원특별자치도_양구군_태양광발전소전기사업허가정보,2025-11-04,ok,generator_next\source\raw_csv\강원특별자치도_양구군_태양광발전소전기사업허가정보_20251103.csv,stdObj.fn_fileDataDetail('uddi:354aee77-5d9e-4d91-aa68-bc7706bf8b40'),"fn_fileDataDown('15107742', 'uddi:354aee77-5d9e-4d91-aa68-bc7706bf8b40', 'FILE_000000003511267', '1', 'csv')"
49,10,4,d79676d6-2109-4a86-a296-c6717bc5a56d,상세보기 : 충청북도_옥천군_태양광발전소전기사업허가정보,2025-09-25,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:d79676d6-2109-4a86-a296-c6717bc5a56d'),
50,11,0,51585b84-a0f4-4618-a3b0-941685a37f4d,상세보기 : 전북특별자치도_익산시_태양광발전소전기사업허가정보,2025-09-25,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:51585b84-a0f4-4618-a3b0-941685a37f4d'),
51,11,1,cc819ffe-cdcb-4ddb-bb38-e2bd8f9e3968,상세보기 : 전라남도_화순군_태양광발전소전기사업허가정보,2025-09-25,ok,generator_next\source\raw_csv\전라남도_화순군_태양광발전소전기사업허가정보_20250924.csv,stdObj.fn_fileDataDetail('uddi:cc819ffe-cdcb-4ddb-bb38-e2bd8f9e3968'),"fn_fileDataDown('15107742', 'uddi:cc819ffe-cdcb-4ddb-bb38-e2bd8f9e3968', 'FILE_000000003502225', '1', 'csv')"
52,11,2,ddede997-351d-480b-9cb9-843d278b5de1,상세보기 : 경기도_과천시_태양광발전소전기사업허가정보,2025-09-25,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:ddede997-351d-480b-9cb9-843d278b5de1'),
53,11,3,013d8c91-6205-4b17-b0c1-d8d69ebbe57d,상세보기 : 경상남도_창녕군_태양광발전소전기사업허가정보,2025-09-24,ok,generator_next\source\raw_csv\경상남도_창녕군_태양광발전소전기사업허가정보_20250901.csv,stdObj.fn_fileDataDetail('uddi:013d8c91-6205-4b17-b0c1-d8d69ebbe57d'),"fn_fileDataDown('15107742', 'uddi:013d8c91-6205-4b17-b0c1-d8d69ebbe57d', 'FILE_000000003255650', '1', 'csv')"
54,11,4,10264767-dc4f-46a6-8a37-d8263f40e8f2,상세보기 : 충청남도_천안시_태양광발전소전기사업허가정보,2025-09-23,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:10264767-dc4f-46a6-8a37-d8263f40e8f2'),
55,12,0,cc9cc14f-9b98-4e1f-813d-97b523a7eb2d,상세보기 : 경상남도_사천시_태양광발전소전기사업허가정보,2025-09-23,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:cc9cc14f-9b98-4e1f-813d-97b523a7eb2d'),
56,12,1,f8c7378a-1039-437a-bf3f-d403a53c45ab,상세보기 : 충청남도_아산시_태양광발전소전기사업허가정보,2025-09-23,ok,generator_next\source\raw_csv\충청남도_아산시_태양광발전소전기사업허가정보_20250916.csv,stdObj.fn_fileDataDetail('uddi:f8c7378a-1039-437a-bf3f-d403a53c45ab'),"fn_fileDataDown('15107742', 'uddi:f8c7378a-1039-437a-bf3f-d403a53c45ab', 'FILE_000000003255843', '1', 'csv')"
57,12,2,b11a00f6-d7bd-46d5-9da5-af9f71ec8360,상세보기 : 전라남도_영광군_태양광발전소전기사업허가정보,2025-09-22,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:b11a00f6-d7bd-46d5-9da5-af9f71ec8360'),
58,12,3,e593a316-785a-4172-824e-cc82023bdb75,상세보기 : 전라남도_진도군_태양광발전소전기사업허가정보,2025-09-19,ok,generator_next\source\raw_csv\전라남도_진도군_태양광발전소전기사업허가정보_20250905.csv,stdObj.fn_fileDataDetail('uddi:e593a316-785a-4172-824e-cc82023bdb75'),"fn_fileDataDown('15107742', 'uddi:e593a316-785a-4172-824e-cc82023bdb75', 'FILE_000000003253641', '1', 'csv')"
59,12,4,13a81bc7-23d0-4ade-8deb-ddb0284068e8,상세보기 : 제주특별자치도_태양광발전소전기사업허가정보,2025-09-18,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:13a81bc7-23d0-4ade-8deb-ddb0284068e8'),
60,13,0,4662e1a6-6314-40bb-985c-9f849b6b12c3,상세보기 : 경기도_화성시_태양광발전소전기사업허가정보,2025-09-18,skipped:up_to_date,,stdObj.fn_fileDataDetail('uddi:4662e1a6-6314-40bb-985c-9f849b6b12c3'),
61,13,1,b59f05fd-d8e2-4b43-876b-cc45e998627d,상세보기 : 경기도_파주시_태양광발전소전기사업허가정보,2025-09-18,ok,generator_next\source\raw_csv\경기도_파주시_태양광발전소전기사업허가정보_20250916.csv,stdObj.fn_fileDataDetail('uddi:b59f05fd-d8e2-4b43-876b-cc45e998627d'),"fn_fileDataDown('15107742', 'uddi:b59f05fd-d8e2-4b43-876b-cc45e998627d', 'FILE_000000003250366', '1', 'csv')"
