태양광발전시설명,소재지도로명주소,소재지지번주소,위도,경도,설치상세위치구분명,가동상태구분명,설비용량,공급전압,주파수,설치연도,세부용도,허가일자,허가기관,설치면적,데이터기준일자
김O형2호 태양광발전소,,경상남도 밀양시 상남면,,,기타,가동중단,56.7,380,60,2024,,2024-09-30,경상남도 밀양시,,2024-09-30
김O형1호 태양광발전소,,경상남도 밀양시 상남면,,,기타,가동중단,63,380,60,2024,,2024-09-30,경상남도 밀양시,,2024-09-30
장수1호 태양광발전소,경상남도 밀양시 하남읍 백산로 420,,,,,가동중단,99.54,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
장수2호 태양광발전소,경상남도 밀양시 하남읍 백산로 420,,,,,가동중단,19.53,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
성경썬1호 태양광발전소,경상남도 밀양시 산외면 산외강변로 57,,,,옥상,가동중단,183.75,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
성경썬2호 태양광발전소,경상남도 밀양시 산외면 산외강변로 57,,,,옥상,가동중단,183.13,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
제이10호 태양광발전소,,경상남도 밀양시 산내면 임고리 2173-1,,,,가동중단,85.68,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
제이9호 태양광발전소,,경상남도 밀양시 산내면 임고리 2173-1,,,,가동중단,99.96,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
제이8호 태양광발전소,,경상남도 밀양시 산내면 임고리 2173-1,,,,가동중단,99.96,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
제이7호 태양광발전소,,경상남도 밀양시 산내면 임고리 2173-1,,,,가동중단,99.96,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
제이6호 태양광발전소,,경상남도 밀양시 산내면 임고리 2173-1,,,,가동중단,99.96,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
제이5호 태양광발전소,,경상남도 밀양시 산내면 임고리 2173-1,,,,가동중단,99.96,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
용전7호 태양광발전소,,"경상남도 밀양시 산내면 용전리 1620-3, 1620-4",,,,가동중단,99.96,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
용전28호 태양광발전소,,"경상남도 밀양시 산내면 용전리 1620, 1620-1",,,,가동중단,98.28,380,60,2024,,2024-09-23,경상남도 밀양시,,2024-09-30
나브텍A 태양광발전소,경상남도 밀양시 부북면 춘화농공단지길 70,,,,옥상,가동중단,497.64,22900,60,2024,,2024-09-19,경상남도 밀양시,,2024-09-30
